Course ID,Course code,Course number,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Key,Faculty,Department,Program,Level,Degree,Title,Description,Metadata,Type,Website
48760,EXCI,258,"Human Physiology I:  Musculoskeletal, Neuromuscular, and Bioenergetic systems from Rest to Exercise",3.0,LAB,Laboratory,"Prerequisite:  EXCI253 previously or concurrently; enrolment in a Health, Kinesiology and Applied Physiology program.",UGRD,,FAS_229,FAS,"Health, Kinesiology and Applied Physiology",Exercise Science,Undergraduate,Bachelor,"Human Physiology I: Musculoskeletal, Neuromuscular and Bioenergetic Systems: From Rest to Exercise",Laboratory,Laboratory/Clinics,Course-integrated,No website provided
48760,EXCI,258,"Human Physiology I:  Musculoskeletal, Neuromuscular, and Bioenergetic systems from Rest to Exercise",3.0,LEC,Lecture,"Prerequisite:  EXCI253 previously or concurrently; enrolment in a Health, Kinesiology and Applied Physiology program.",UGRD,EXCI258 = EXCI257,FAS_229,FAS,"Health, Kinesiology and Applied Physiology",Exercise Science,Undergraduate,Bachelor,"Human Physiology I: Musculoskeletal, Neuromuscular and Bioenergetic Systems: From Rest to Exercise",Laboratory,Laboratory/Clinics,Course-integrated,No website provided
48760,EXCI,258,"Human Physiology I:  Musculoskeletal, Neuromuscular, and Bioenergetic systems from Rest to Exercise",3.0,LEC,Lecture,"Prerequisite:  EXCI253 previously or concurrently; enrolment in a Health, Kinesiology and Applied Physiology program.",UGRD,,FAS_229,FAS,"Health, Kinesiology and Applied Physiology",Exercise Science,Undergraduate,Bachelor,"Human Physiology I: Musculoskeletal, Neuromuscular and Bioenergetic Systems: From Rest to Exercise",Laboratory,Laboratory/Clinics,Course-integrated,No website provided
48761,EXCI,259,Human Physiology II:  Cardiovascular and Respiratory Systems from Rest to Exercise,3.0,LAB,Laboratory,"Prerequisite:  EXCI254 previously or concurrently; enrolment in a Health, Kinesiology and Applied Physiology program.",UGRD,EXCI259 = EXCI357,FAS_230,FAS,"Health, Kinesiology and Applied Physiology",Exercise Science,Undergraduate,Bachelor,Human Physiology II: Cardiovascular and Respiratory Systems: From Rest to Exercise,Laboratory,Laboratory/Clinics,Course-integrated,No website provided
48761,EXCI,259,Human Physiology II:  Cardiovascular and Respiratory Systems from Rest to Exercise,3.0,LAB,Laboratory,"Prerequisite:  EXCI254 previously or concurrently; enrolment in a Health, Kinesiology and Applied Physiology program.",UGRD,,FAS_230,FAS,"Health, Kinesiology and Applied Physiology",Exercise Science,Undergraduate,Bachelor,Human Physiology II: Cardiovascular and Respiratory Systems: From Rest to Exercise,Laboratory,Laboratory/Clinics,Course-integrated,No website provided
48761,EXCI,259,Human Physiology II:  Cardiovascular and Respiratory Systems from Rest to Exercise,3.0,LEC,Lecture,"Prerequisite:  EXCI254 previously or concurrently; enrolment in a Health, Kinesiology and Applied Physiology program.",UGRD,EXCI259 = EXCI357,FAS_230,FAS,"Health, Kinesiology and Applied Physiology",Exercise Science,Undergraduate,Bachelor,Human Physiology II: Cardiovascular and Respiratory Systems: From Rest to Exercise,Laboratory,Laboratory/Clinics,Course-integrated,No website provided
48761,EXCI,259,Human Physiology II:  Cardiovascular and Respiratory Systems from Rest to Exercise,3.0,LEC,Lecture,"Prerequisite:  EXCI254 previously or concurrently; enrolment in a Health, Kinesiology and Applied Physiology program.",UGRD,,FAS_230,FAS,"Health, Kinesiology and Applied Physiology",Exercise Science,Undergraduate,Bachelor,Human Physiology II: Cardiovascular and Respiratory Systems: From Rest to Exercise,Laboratory,Laboratory/Clinics,Course-integrated,No website provided
10946,FBRS,240,Fibre Structures I,6.0,STU,Studio,,UGRD,,FFA_703,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Fibre Structures I,"An introductory course in which students explore the expressive potential of various materials and processes of fibre structures such as loom weaving, feltmaking, basketry, surface applications, and other experimental constructions.",Hands-on workshops;Artistic performances/exhibits,Course-integrated,No website provided
10947,FBRS,260,Textile Printing and Dyeing I,6.0,STU,Studio,,UGRD,,FFA_704,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Textile Printing and Dyeing I,"An introductory course in which students explore the creative potential of printing, painting, dyeing, resist work, and construction with fabric.",Hands-on workshops;Artistic performances/exhibits,Course-integrated,No website provided
10949,FBRS,341,Intermediate Fibre Structures,3.0,STU,Studio,Course Prerequisite: FBRS240,UGRD,,FFA_705,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Intermediate Fibre Structures,"An intermediate‑level studio course, which emphasizes the visual and conceptual development in fibre media.",Hands-on workshops,Course-integrated,No website provided
10951,FBRS,361,INTERM. TEXT.PRINTING/DYEING,3.0,STU,Studio,Course Prerequisite: FBRS260,UGRD,,FFA_706,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Intermediate Textile Printing and Dyeing,An intermediate‑level studio course in textile printing and dyeing with an emphasis on the development of content.,Hands-on workshops,Course-integrated,No website provided
10953,FBRS,371,Paper: Surface and Object,3.0,STU,Studio,Never Taken/Not Registered: FBRS370 You must complete 18 of the following rules   Must complete min number of credits: 18 in the subject.,UGRD,,FFA_707,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Paper: Surface and Object,This studio course introduces both Western and Eastern (Japanese) methods of processing raw materials to make pulp and form sheets of paper to be used in expressive art forms.,Hands-on workshops;Artistic performances/exhibits,Course-integrated,No website provided
10954,FBRS,372,Paper Works,3.0,STU,Studio,Never Taken/Not Registered: FBRS370 You must complete 18 of the following rules   Must complete min number of credits: 18 in the subject.,UGRD,,FFA_708,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Paper Works,This studio course introduces students to making paper as part of an expressive material practice.,Hands-on workshops;Artistic performances/exhibits,Course-integrated,No website provided
10962,FBRS,450,Independent Study,6.0,STU,Studio,; Course Corequisite: FBRS480  You must have completed a minimum amount of 48 credits.,UGRD,,FFA_716,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Independent Study,This course provides a limited number of students the opportunity to pursue advanced studies in fibres under the supervision of a full‑time fibres faculty member.,Hands-on workshops;Practica,Course-integrated,No website provided
10963,FBRS,451,Independent Study I,3.0,STU,Studio,; Course Corequisite: FBRS480  You must have completed a minimum amount of 48 credits.,UGRD,,FFA_717,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Independent Study I,This course provides a limited number of students the opportunity to pursue advanced studies in fibres under the supervision of a full‑time fibres faculty member.,Hands-on workshops;Practica,Course-integrated,No website provided
10963,FBRS,451,Independent Study I,3.0,STU,Studio,; Course Corequisite: FBRS480  You must have completed a minimum amount of 48 credits.,UGRD,,FFA_0537,FFA,Studio Arts,,Undergraduate,Bachelor,INDEPENDENT STUDY I,,Practica,Course-integrated;Research-based;,No website provided
10964,FBRS,452,Independent Study II,3.0,STU,Studio,; Course Corequisite: FBRS480  You must have completed a minimum amount of 48 credits.,UGRD,,FFA_718,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Independent Study II,This course provides a limited number of students the opportunity to pursue advanced studies in fibres under the supervision of a full‑time fibres faculty member.,Hands-on workshops;Practica,Course-integrated,No website provided
10967,FBRS,480,ADVANCED FIBRES,6.0,STU,Studio,You must complete 6 of the following rules   Must complete min number of credits: 6 in the subject.,UGRD,FBRS 460 = FBRS 480,FFA_719,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Advanced Fibres,"An advanced‑level course in which students create a personal body or work, refine technical expertise, and develop a visual and critical language related to fibres and textiles.",Hands-on workshops;Artistic performances/exhibits;Case studies,Course-integrated,No website provided
10968,FBRS,481,Professional Internship I,3.0,PRA,Practicum/Internship/Work-Term,You must have completed a minimum amount of 48 credits.,UGRD,,FFA_720,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Professional Internship I,"Internships are designed to provide professional experience to students. Students seeking to work in an apprentice capacity with an established artist, or wishing to pursue research in a fibres studio, or research in fibres criticism, museum work, publication, or other related endeavours, may apply for academic credit.",Practica;Artistic performances/exhibits,Course-integrated;Work-integrated;Community-based,No website provided
10969,FBRS,482,Professional Internship II,3.0,PRA,Practicum/Internship/Work-Term,Course Prerequisite: FBRS481  You must have completed a minimum amount of 48 credits.,UGRD,,FFA_721,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Professional Internship II,"Internships are designed to provide professional experience to students. Students seeking to work in an apprentice capacity with an established artist, or wishing to pursue research in a fibres studio, or research in fibres criticism, museum work, publication, or other related endeavours, may apply for academic credit.",Practica;Artistic performances/exhibits,Course-integrated;Work-integrated;Community-based,No website provided
46679,FBRS,385,ISSUES IN MATERIAL PRACTICES,3.0,STU,Studio,PREREQ FBRS 386,UGRD,,FFA_709,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Issues in Material Practices,"This studio course explores contemporary social, material and cultural issues addressed through fibre and interdisciplinary studio art practices.",Hands-on workshops;Artistic performances/exhibits,Course-integrated,No website provided
46680,FBRS,395,EXTREME FIBRES,3.0,STU,Studio,PREREQ 18 CRS STUDIO,UGRD,,FFA_711,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Extreme Fibres,This studio course tests the boundaries of fibres practices to produce innovative and experimental studio work.,Hands-on workshops,Course-integrated,No website provided
46681,FBRS,397,TOPICS IN FIBRES STRUCTURES,3.0,STU,Studio,PREREQ FBRS 397,UGRD,,FFA_713,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Topics in Fibre Structures,"A studio course providing an opportunity for specialized study and practice in fibres structures, in which to explore contemporary theoretical, critical, and practical issues of interest to the student towards developing a personal aesthetic in art practice.",Hands-on workshops;Artistic performances/exhibits;Case studies,Course-integrated,No website provided
46682,FBRS,398,SPECIAL TOPICS IN FIBRES,3.0,LEC,Lecture,,UGRD,,FFA_714,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Special Topics in Fibres and Material Practices,A workshop/seminar course providing an opportunity for study of specialized aspects of fibres.,Hands-on workshops;Artistic performances/exhibits,Course-integrated,No website provided
47383,FBRS,386,DIGITAL TECHNOLOGIES AND MATERIAL PRACTICES,3.0,STU,Studio,PREREQ FBRS 386,UGRD,,FFA_710,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Digital Technologies and Material Practices,This studio course combines digital and material approaches within the context of contemporary studio practice.,Hands-on workshops,Course-integrated,No website provided
48888,FBRS,396,Topics in Fibre Surfaces,3.0,STU,Studio,for students enrolled in a program in the Department of Studio Arts and who have completed FBRS 260 and 18 credits in Studio Art courses.,UGRD,,FFA_712,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Topics in Fibre Surfaces,"A studio course providing an opportunity for specialized study and practice in fibres surfaces, to explore theoretical, critical, and practical issues of interest to the student towards developing their individual aesthetic in contemporary art.",Hands-on workshops;Artistic performances/exhibits;Case studies,Course-integrated,No website provided
50130,FBRS,201,Introduction to Fibres and Material Practices,3.0,STU,Studio,"Prerequisite: Enrolment in a BFA degree program excluding the Major in Fibres and
Material Practices, or permission of the program coordinator as determined by portfolio
submission. May not take this course if other FBRS courses have been completed.",UGRD,,FFA_702,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,Introduction to Fibres and Material Practices,This course introduces students to elementary fibres processes and related tools.,Hands-on workshops,Course-integrated,No website provided
50130,FBRS,201,Introduction to Fibres and Material Practices,3.0,STU,Studio,"Prerequisite: Enrolment in a BFA degree program excluding the Major in Fibres and
Material Practices, or permission of the program coordinator as determined by portfolio
submission. May not take this course if other FBRS courses have been completed.",UGRD,,FFA_0538,FFA,Studio Arts,,Undergraduate,Bachelor,INTRO TO FBRS&MATERIAL PRACT,,Laboratory/Clinics;Artistic performances/exhibits;Hands-on workshops,Course-integrated,No website provided
11077,FINA,385,Theory of Finance I,3.0,LEC,Lecture,"Course Prerequisite: COMM220 or COMM 221;COMM308 or COMM 309; Never Taken: FINA380, FINA395, FINA402, FINA405, FINA410, FINA411, FINA412, FINA415, FINA450, FINA455B, FINA455P, FINA470, FINA481, FINA482",UGRD,FINA 380 = FINA 440,JMSB_13,JMSB,Finance,Finance,Undergraduate,Bachelor,Theory of Finance I,Portfolio project and hedging with futures contracts in select sections,Case studies,Course-integrated,No website provided
11077,FINA,385,Theory of Finance I,3.0,LEC,Lecture,"Course Prerequisite: COMM220 or COMM 221;COMM308 or COMM 309; Never Taken: FINA380, FINA395, FINA402, FINA405, FINA410, FINA411, FINA412, FINA415, FINA450, FINA455B, FINA455P, FINA470, FINA481, FINA482",UGRD,MACF301 = FINA385,JMSB_13,JMSB,Finance,Finance,Undergraduate,Bachelor,Theory of Finance I,Portfolio project and hedging with futures contracts in select sections,Case studies,Course-integrated,No website provided
11079,FINA,395,Theory of Finance II,3.0,LEC,Lecture,"Course Prerequisite: COMM220, COMM308; Course Co-Requisite: FINA 385. Never Taken: FINA390, FINA400; Never Taken: FINA402, FINA405, FINA410, FINA411, FINA412, FINA415, FINA450, FINA455B, FINA455P, FINA470, FINA481, FINA482",UGRD,FINA 390 = FINA 395,JMSB_14,JMSB,Finance,Finance,Undergraduate,Bachelor,Theory of Finance II,Team project with active application of theory,,Course-integrated,No website provided
11082,FINA,402,Short-Term Financial Management,3.0,LEC,Lecture,"Course Prerequisite: One of (FINA385 or FINA380 ), One of (FINA395 OR FINA390)",UGRD,FINA 402 = FINA 420,JMSB_15,JMSB,Finance,Finance,Undergraduate,Bachelor,Short Term Financial Management,Case analysis,Case studies,Course-integrated,No website provided
11083,FINA,405,Cases in Finance,3.0,LEC,Lecture,Course Prerequisite: One of (FINA385 or FINA380 ) and One of (FINA395 OR FINA390),UGRD,,JMSB_16,JMSB,Finance,Finance,Undergraduate,Bachelor,Cases in Finance,This course uses case discussions to focus on the application of the principles of finance learned in FINA 385 and 395 in real-world contexts.,Real-world project/assignment,Course-integrated,No website provided
11084,FINA,410,Investment Analysis,3.0,LEC,Lecture,"Course Prerequisite: One of (FINA385 or FINA380), One of (FINA395 or FINA390).",UGRD,FINA 410 = FINA 452,JMSB_19,JMSB,Finance,Finance,Undergraduate,Bachelor,Investment Analysis,Group assignment and presentation; case study in select sections,Case studies,Course-integrated,No website provided
11085,FINA,411,Portfolio Management,3.0,LEC,Lecture,"Course Prerequisite: One of (FINA385 or FINA380), One of (FINA395 or FINA390).",UGRD,FINA 411 = FINA 453,JMSB_20,JMSB,Finance,Finance,Undergraduate,Bachelor,Portfolio Management,Trading simulator (portfolio management simulator) and case study group report with presentation,Case studies,Course-integrated,No website provided
11087,FINA,413,Advanced Topics in Derivative Markets,3.0,LEC,Lecture,Course Prerequisite: FINA412,UGRD,,JMSB_21,JMSB,Finance,Finance,Undergraduate,Bachelor,Advanced Topics in Derivative Markets,Group presentation and report,,Course-integrated,No website provided
11088,FINA,415,Mergers and Acquisitions,3.0,LEC,Lecture,"Course Prerequisite:  One of (FINA385 or FINA380), One of (FINA395 or FINA390).",UGRD,,JMSB_22,JMSB,Finance,Finance,Undergraduate,Bachelor,Mergers and Acquisitions,Trading lab simulations and group project presentation,Laboratory/Clinics;Simulations,Course-integrated,No website provided
11089,FINA,416,Behavioural Finance,3.0,LEC,Lecture,"Course Prerequisite:  One of (FINA385 or FINA380), One of (FINA395 or FINA390).",UGRD,FINA 416 = FINA 455B,JMSB_23,JMSB,Finance,Finance,Undergraduate,Bachelor,Behavioral Finance,"Case studies, experiments and activities",Case studies,Course-integrated,No website provided
11129,FINA,465,Trading in Financial Securities,3.0,LEC,Lecture,Course Corequisite: FINA412. Never Taken: FINA455*,UGRD,FINA 455T = FINA 465,JMSB_24,JMSB,Finance,Finance,Undergraduate,Bachelor,Trading in Financial Securities,Practical skills in trading financial securities,,Course-integrated,No website provided
11131,FINA,470,International Finance,3.0,LEC,Lecture,"Course Prerequisite: One of (FINA385 or FINA380), One of (FINA 395 or FINA390). Never Taken: IBUS370, FINA370; FINA471",UGRD,,JMSB_187,JMSB,Finance,Finance,Undergraduate,Bachelor,International Finance,Case study,Case studies,Course-integrated,No website provided
11132,FINA,471,Multinational Financial Management,3.0,LEC,Lecture,Course Prerequisite: FINA470,UGRD,,JMSB_25,JMSB,Finance,Finance,Undergraduate,Bachelor,International Financial Management,Case study presentation,Case studies,Course-integrated,No website provided
11134,FINA,481,Management of Financial Institutions,3.0,LEC,Lecture,"Course Prerequisite: One of (FINA385 or FINA380), One of (FINA 395 or FINA390). Never Taken: FINA480",UGRD,FINA 461 = FINA 480,JMSB_26,JMSB,Finance,Finance,Undergraduate,Bachelor,Management of Financial Institutions,Group presentation and case study,Case studies,Course-integrated,No website provided
11135,FINA,482,"International Banking: Operations, Policy and Strategy",3.0,LEC,Lecture,Course Corequisite: FINA481,UGRD,,JMSB_27,JMSB,Finance,Finance,Undergraduate,Bachelor,"International Banking: Operations, Policy and Strategy",Group case presentation,Case studies,Course-integrated,No website provided
11149,FINA,663,Corporate Finance,3.0,LEC,Lecture,Prerequisite: MBA 614 or MBA 646,GRAD,,JMSB_188,JMSB,Finance,Finance,Graduate,Master,Seminar in Corporate Finance,Team project with active application of theory,,Course-integrated,No website provided
11159,FINA,695,SEMINAR IN SPECIAL TOPICS,3.0,LEC,Lecture,Prerequisite: MBA 614 or MBA 646,GRAD,,JMSB_28,JMSB,Finance,Finance,Graduate,Master,Applied Investments: Business Analysis and Valuation,"Stock presentation, investment report and valuation model",,Course-integrated,No website provided
48411,FINA,408,Building and Testing Trading Systems Using Technical Analysis,3.0,LEC,Lecture,"You must complete Course Prerequisite:  FINA385, FINA395",UGRD,,JMSB_17,JMSB,Finance,Finance,Undergraduate,Bachelor,Building and Testing Trading Systems Using Technical Analysis,Group project to build and test a trading system using simulation and investment software,,Course-integrated,No website provided
48420,FINA,409,APPLIED INVESTMENT ANALYSIS,3.0,LEC,Lecture,,UGRD,,JMSB_18,JMSB,Finance,Finance,Undergraduate,Bachelor,Applied Investment Analysis,Term paper and stock presentation,,Course-integrated,No website provided
11322,FLIT,496,Recherche Dirig√©e,6.0,TUT,Tutorial,Prerequisite: 12 cr√©dits dans la sp√©cialit√© et autorisation du d√©partement.,UGRD,,FAS_154,FAS,Études françaises,Littératures de langue française,Undergraduate,Bachelor,Recherche dirigée,travaux individuels,Capstone,Course-integrated;Research-based;,No website provided
11343,FLIT,690,PRESENTAT. M√âMOIRE OPTION A,3.0,LEC,Lecture,,GRAD,,FAS_156,FAS,Études françaises,Littératures de langue française,Graduate,Master,Présentation du mémoire,mémoire,,Course-integrated,No website provided
11345,FLIT,691,PRES MEM INCL RELISAT MEDIA,6.0,LEC,Lecture,,GRAD,,FAS_157,FAS,Études françaises,Littératures de langue française,Graduate,Master,Présentation du mémoire incluant une réalisation médiatique,"mémoire, réalisation médiatique",,Course-integrated,No website provided
11347,FLIT,692,M√âMOIRE OPTION A,21.0,TUT,Tutorial,,GRAD,,FAS_158,FAS,Études françaises,Littératures de langue française,Graduate,Master,Mémoire,mémoire,,Course-integrated,No website provided
11348,FLIT,693,M√âMOIRE OPTION B,21.0,TUT,Tutorial,,GRAD,,FAS_159,FAS,Études françaises,Littératures de langue française,Graduate,Master,Mémoire incluant une réalisation médiatique,"mémoire, réalisation médiatique",,Course-integrated,No website provided
46690,FLIT,498,√âTUDE D UN SUJET PARTICULIER,3.0,LEC,Lecture,,UGRD,,FAS_155,FAS,Études françaises,Littératures de langue française,Undergraduate,Bachelor,Étude d’un sujet particulier,sujets particuliers,Capstone,Course-integrated;Research-based;,No website provided
48852,FLIT,454,Histoire du livre et de l‚Äô√©dition,3.0,LEC,Lecture,,UGRD,,FAS_151,FAS,Études françaises,Littératures de langue française,Undergraduate,Bachelor,Histoire du livre et de l’édition,"métiers (du livre), rapports (entre éditeur et auteur)",Case studies,Course-integrated,No website provided
50300,FLIT,486,Cr√©ation litt√©raire I,3.0,LEC,Lecture,,UGRD,FLIT 486 = FRAA 440,FAS_152,FAS,Études françaises,Littératures de langue française,Undergraduate,Bachelor,Création littéraire I,ateliers et travaux (d’écriture),Hands-on workshops,Course-integrated,No website provided
50300,FLIT,486,Cr√©ation litt√©raire I,3.0,LEC,Lecture,,UGRD,,FAS_152,FAS,Études françaises,Littératures de langue française,Undergraduate,Bachelor,Création littéraire I,ateliers et travaux (d’écriture),Hands-on workshops,Course-integrated,No website provided
50301,FLIT,488,Cr√©ation litt√©raire II,3.0,LEC,Lecture,,UGRD,,FAS_153,FAS,Études françaises,Littératures de langue française,Undergraduate,Bachelor,Création littéraire II,ateliers d’écriture ainsi que par l’élaboration d’un projet individuel,Hands-on workshops,Course-integrated,No website provided
48318,FMAN,203,INTRODUCTION TO ANIMATION I,3.0,STU,Studio,Prerequisite: Enrolment in a Film Animation program; FMAN 255 concurrently; or written permission of the School of Cinema.,UGRD,,FFA_0536,FFA,Mel Hoppenheim School of Cinema,,Undergraduate,Bachelor,INTRO. TO ANIMATION I,,Laboratory/Clinics;Hands-on workshops,Course-integrated,No website provided
11440,FMPR,451,Advanced Project Internship I,3.0,STU,Studio,Course Corequisite: FMPR332,UGRD,,FFA_0535,FFA,Mel Hoppenheim School of Cinema,,Undergraduate,Bachelor,ADV. PROJECT INTERNSHIP I,,Practica,Course-integrated;Work-integrated;,No website provided
49662,FMST,202,Film History II,3.0,LEC,Lecture,,UGRD,,FFA_0532,FFA,Mel Hoppenheim School of Cinema,,Undergraduate,Bachelor,FILM HISTORY II,,Laboratory/Clinics,Course-integrated,No website provided
49663,FMST,203,Film History III,3.0,LEC,Lecture,,UGRD,,FFA_0531,FFA,Mel Hoppenheim School of Cinema,,Undergraduate,Bachelor,FILM HISTORY III,,Laboratory/Clinics;Hands-on workshops,Course-integrated,No website provided
49664,FMST,204,Approaches to Film and Moving Image Studies I,3.0,LEC,Lecture,,UGRD,,FFA_0534,FFA,Mel Hoppenheim School of Cinema,,Undergraduate,Bachelor,APPROACHES TO FILM STUDIES I,,Laboratory/Clinics,Course-integrated,No website provided
49666,FMST,201,Film History I,3.0,LEC,Lecture,,UGRD,,FFA_0533,FFA,Mel Hoppenheim School of Cinema,,Undergraduate,Bachelor,FILM HISTORY I,,Laboratory/Clinics,Course-integrated,No website provided
11801,FPST,297,Proseminar I:  Indigenous Ways of Knowing,1.0,MOD,Modular,,UGRD,,FAS_968,FAS,School of Community and Public Affairs,First Peoples Studies,Undergraduate,Bachelor,Proseminar 1: Indigenous Ways of Knowing,The course is based in learning Indigenous methods and professional skills that takes students out of the classroom and into Indigenous communities.,Real-world project/assignment,Course-integrated;Community-based;Work-integrated,No website provided
11816,FPST,397,PROSEMINAR II ETHICS AND FIRST PEOPLES,1.0,MOD,Modular,,UGRD,,FAS_969,FAS,School of Community and Public Affairs,First Peoples Studies,Undergraduate,Bachelor,Proseminar 2: Ethics and First Peoples,The course is based in learning Indigenous methods and professional skills that takes students out of the classroom and into Indigenous communities.,Real-world project/assignment,Course-integrated;Community-based;Work-integrated,No website provided
11824,FPST,497,PROSEMINAR III ORAL TRAD  AS METHODOLOGY,1.0,MOD,Modular,,UGRD,,FAS_970,FAS,School of Community and Public Affairs,First Peoples Studies,Undergraduate,Bachelor,Proseminar 3: Oral Traditions as Methodology,The course is based in learning Indigenous methods and professional skills that takes students out of the classroom and into Indigenous communities.,Real-world project/assignment,Course-integrated;Community-based;Work-integrated,No website provided
11838,FRAA,413,R√©daction,3.0,LEC,Lecture,Prerequisite: FRAN321 ou l'√©quivalent.,UGRD,FRAA 413 = FRAN 400,FAS_973,FAS,Études françaises,Langue française,Undergraduate,Bachelor,Rédaction,compétences (rédactionnelles),Games/Role-playing;Case studies,Course-integrated,No website provided
11841,FRAA,423,R√©daction avanc√©e,3.0,LEC,Lecture,Prerequisite: FRAA413 ou l'√©quivalent.,UGRD,FRAA 423 = FRAN 403,FAS_160,FAS,Études françaises,Langue française,Undergraduate,Bachelor,Rédaction avancée,compétences (rédactionnelles),Case studies,Course-integrated,No website provided
11847,FRAA,491,"Tutorat en langue, linguistique ou r√©daction",3.0,TUT,Tutorial,Prerequisite: 12 cr√©dits de langue ou de linguistique au niveau 400.,UGRD,,FAS_164,FAS,Études françaises,Langue française,Undergraduate,Bachelor,Tutorat en langue ou linguistique,sujet particulier,Games/Role-playing;Case studies,Course-integrated,No website provided
11849,FRAA,498,√âtude avanc√©e d‚Äôun sujet particulier,3.0,LEC,Lecture,,UGRD,,FAS_166,FAS,Études françaises,Langue française,Undergraduate,Bachelor,Étude avancée d’un sujet particulier,sujets particuliers,Games/Role-playing;Case studies,Course-integrated,No website provided
40827,FRAA,523,R√©daction avanc√©e,3.0,LEC,Lecture,,GRAD,,FAS_167,FAS,Études françaises,Traduction,Graduate,Certificate,Rédaction avancée,compétences (rédactionnelles),,Course-integrated,No website provided
40832,FRAA,598,√âT.AVANC√âE SUJET PARTICULIER,3.0,LEC,Lecture,,GRAD,,FAS_169,FAS,Études françaises,Traduction,Graduate,Certificate,Étude avancée d’un sujet particulier,étude avancée,,Course-integrated,No website provided
47343,FRAA,623,R√©daction avanc√©e,3.0,LEC,Lecture,,GRAD,,FAS_974,FAS,Études françaises,Traduction,Graduate,Master,Rédaction avancée,compétences (rédactionnelles),,Course-integrated,No website provided
48342,FRAA,419,"Le fran√ßais en Am√©rique du Nord, histoire et destins",3.0,LEC,Lecture,"Prerequisite: Six cr√©dits parmi FRAN 320, FRAN 321, FRAA 400, 401, 403 ou l‚Äô√©quivalent.",UGRD,,FAS_974,FAS,Études françaises,Langue française,Undergraduate,Bachelor,"Le français en Amérique du Nord, histoire et destins","La présence de la langue française en sol nord‑américain ne se limite pas au Québec, à l’Acadie et à la Louisiane. En effet, il existe plusieurs autres variétés de français parlées au Canada (le franco‑ontarien, le franco‑manitobain, le français mitchif ou encore le franco‑albertain) et aux États‑Unis (le français du Missouri, le franco‑américain ou encore le franco‑dakotain). L’objectif de ce cours est d’offrir aux étudiantes et aux étudiants un portrait à la fois historique, sociolinguistique et culturel de ces nombreuses variétés nord‑américaines du français.",,Course-integrated,No website provided
49406,FRAA,492,Tutorat en langue ou linguistique,3.0,TUT,Tutorial,,UGRD,,FAS_165,FAS,Études françaises,Langue française,Undergraduate,Bachelor,Tutorat en langue ou linguistique,sujet particulier,Games/Role-playing;Case studies,Course-integrated,No website provided
11939,FRAN,211,French Language: Elementary,6.0,LEC,Lecture,"Never Taken/Not Registered: FRAN200, FRAN201; Never Taken: FRAN212",UGRD,,OTHER_3,Other,Any department,Any program,Any level,Any degree,French Language: Elementary,This course includes a comprehensive introduction to the basic structures and vocabulary of French and should enable students to acquire an ability to speak and understand simple conversational French.,Games/Role-playing,Course-integrated,No website provided
11940,FRAN,212,French Language: Transitional Level,6.0,LEC,Lecture,Prerequisite: FRAN211 or equivalent.,UGRD,,OTHER_4,Other,Any department,Any program,Any level,Any degree,French Language: Transitional Level,"The aim of this course is to provide students who have studied either one year of French at the university or post‑secondary level, or two years of French at the secondary level or equivalent, with an opportunity to improve their levels of comprehension and expression so that they will be able to communicate with greater ease in written and oral French.",Games/Role-playing,Course-integrated,No website provided
12038,FRAN,318,Le fran√ßais des affaires I,3.0,LEC,Lecture,Prerequisite: FRAN306 ou l'√©quivalent.,UGRD,,FAS_172,FAS,Études françaises,Langue française,Undergraduate,Bachelor,Le français des affaires,techniques de la correspondance commerciale; communications d’affaires,Games/Role-playing;Real-world project/assignment,Course-integrated;Work-integrated;,No website provided
12038,FRAN,318,Le fran√ßais des affaires I,3.0,LEC,Lecture,Prerequisite: FRAN306 ou l'√©quivalent.,UGRD,,OTHER_5,Other,Any department,Any program,Any level,Any degree,Le français des affaires I,Ce cours vise à faire acquérir des compétences nécessaires à une communication écrite et orale efficace dans des situations complexes du marché du travail.,Games/Role-playing,Course-integrated,No website provided
